-0.84781,0.3753,1.0571,0,0,0,0.055832,0,0.50516,-0.84532,0,1.0722,-1.4302,-0.053669,0,0.51268,-0.85149,0,1.0784,-1.4377
-0.8477,0.37528,1.0571,0,0,0,0.055852,0,0.50525,-0.84569,0,1.0726,-1.4303,-0.053639,0,0.51279,-0.85189,0,1.0788,-1.4378
-0.84755,0.37527,1.057,0,0,0,0.055875,0,0.50536,-0.84618,0,1.0731,-1.4304,-0.053604,0,0.51293,-0.85242,0,1.0793,-1.438
-0.84737,0.37525,1.0569,0,0,0,0.055896,0,0.50549,-0.84678,0,1.0737,-1.4305,-0.053567,0,0.5131,-0.85308,0,1.08,-1.4381
-0.84715,0.37524,1.0568,0,0,0,0.055912,0,0.50563,-0.84748,0,1.0744,-1.4307,-0.053531,0,0.51329,-0.85386,0,1.0808,-1.4383
-0.8469,0.37524,1.0567,0,0,0,0.055918,0,0.50578,-0.84827,0,1.0752,-1.4308,-0.053501,0,0.51349,-0.85475,0,1.0816,-1.4385
-0.84661,0.37525,1.0566,0,0,0,0.05591,0,0.50592,-0.84914,0,1.076,-1.4309,-0.05348,0,0.5137,-0.85574,0,1.0826,-1.4387
-0.84629,0.37528,1.0565,0,0,0,0.055886,0,0.50606,-0.8501,0,1.077,-1.4311,-0.053471,0,0.51391,-0.85683,0,1.0837,-1.4389
-0.84594,0.37531,1.0563,0,0,0,0.055844,0,0.50621,-0.85112,0,1.078,-1.4312,-0.053475,0,0.51413,-0.85802,0,1.0849,-1.4392
-0.84556,0.37536,1.0562,0,0,0,0.055783,0,0.50635,-0.85222,0,1.0791,-1.4314,-0.053492,0,0.51436,-0.85928,0,1.0862,-1.4394
-0.84515,0.37542,1.0561,0,0,0,0.055708,0,0.5065,-0.85338,0,1.0803,-1.4315,-0.05352,0,0.5146,-0.86063,0,1.0875,-1.4396
-0.84474,0.3755,1.0559,0,0,0,0.05562,0,0.50666,-0.85461,0,1.0815,-1.4317,-0.053555,0,0.51486,-0.86204,0,1.0889,-1.4399
-0.84431,0.37557,1.0558,0,0,0,0.055526,0,0.50685,-0.85589,0,1.0828,-1.4319,-0.053593,0,0.51515,-0.86352,0,1.0904,-1.4402
-0.8439,0.37565,1.0556,0,0,0,0.055431,0,0.50708,-0.85724,0,1.0841,-1.4321,-0.05363,0,0.51548,-0.86507,0,1.092,-1.4405
-0.84349,0.37572,1.0554,0,0,0,0.055341,0,0.50737,-0.85867,0,1.0856,-1.4324,-0.053661,0,0.51587,-0.86668,0,1.0936,-1.4409
-0.84312,0.37579,1.0552,0,0,0,0.055262,0,0.50774,-0.86019,0,1.0871,-1.4328,-0.053684,0,0.51634,-0.86836,0,1.0953,-1.4414
-0.84277,0.37585,1.0549,0,0,0,0.055199,0,0.50821,-0.86182,0,1.0887,-1.4332,-0.053697,0,0.5169,-0.87014,0,1.097,-1.4419
-0.84246,0.3759,1.0546,0,0,0,0.055155,0,0.50881,-0.86361,0,1.0905,-1.4338,-0.0537,0,0.51759,-0.87204,0,1.0989,-1.4426
-0.8422,0.37593,1.0543,0,0,0,0.055133,0,0.50956,-0.86558,0,1.0925,-1.4346,-0.053693,0,0.51841,-0.87408,0,1.101,-1.4434
-0.84199,0.37596,1.0539,0,0,0,0.055134,0,0.51048,-0.86777,0,1.0947,-1.4355,-0.053679,0,0.5194,-0.8763,0,1.1032,-1.4444
-0.84181,0.37597,1.0534,0,0,0,0.055161,0,0.51158,-0.8702,0,1.0971,-1.4366,-0.053663,0,0.52057,-0.87873,0,1.1056,-1.4456
-0.84168,0.37598,1.0528,0,0,0,0.055212,0,0.51289,-0.87292,0,1.0998,-1.4379,-0.053647,0,0.52193,-0.8814,0,1.1083,-1.447
-0.84159,0.37597,1.0522,0,0,0,0.055288,0,0.51441,-0.87595,0,1.1028,-1.4394,-0.053636,0,0.52349,-0.88434,0,1.1112,-1.4485
-0.84154,0.37596,1.0515,0,0,0,0.055389,0,0.51614,-0.8793,0,1.1062,-1.4412,-0.053634,0,0.52525,-0.88758,0,1.1145,-1.4503
-0.84152,0.37594,1.0506,0,0,0,0.055515,0,0.5181,-0.883,0,1.1099,-1.4431,-0.053643,0,0.52722,-0.89115,0,1.118,-1.4522
-0.84153,0.37591,1.0497,0,0,0,0.055666,0,0.52028,-0.88706,0,1.114,-1.4453,-0.053666,0,0.52941,-0.89507,0,1.122,-1.4544
-0.84156,0.37587,1.0487,0,0,0,0.055842,0,0.5227,-0.8915,0,1.1184,-1.4477,-0.053702,0,0.53182,-0.89935,0,1.1262,-1.4568
-0.84162,0.37582,1.0476,0,0,0,0.056041,0,0.52537,-0.89633,0,1.1232,-1.4504,-0.053752,0,0.53447,-0.90404,0,1.1309,-1.4595
